question,worker,answer
clueweb09-en0011-78-00514,w1,1
clueweb09-en0011-78-00514,w3,1
clueweb09-en0011-78-00514,w6,1
clueweb09-en0007-24-16725,w14,1
clueweb09-en0007-24-16725,w8,1
clueweb09-en0007-24-16725,w3,0
clueweb09-enwp00-62-20587,w6,1
clueweb09-enwp00-62-20587,w3,0
clueweb09-enwp00-62-20587,w2,0
clueweb09-en0005-88-21592,w10,1
clueweb09-en0005-88-21592,w3,1
clueweb09-en0005-88-21592,w62,1
clueweb09-en0007-39-24332,w42,1
clueweb09-en0007-39-24332,w29,1
clueweb09-en0007-39-24332,w3,1
clueweb09-enwp01-35-12260,w7,1
clueweb09-enwp01-35-12260,w43,1
clueweb09-enwp01-35-12260,w3,1
clueweb09-en0009-89-11550,w2,1
clueweb09-en0009-89-11550,w1,1
clueweb09-en0009-89-11550,w7,1
clueweb09-en0001-05-15944,w7,0
clueweb09-en0001-05-15944,w6,0
clueweb09-en0001-05-15944,w1,1
clueweb09-en0010-89-22646,w30,1
clueweb09-en0010-89-22646,w35,1
clueweb09-en0010-89-22646,w1,1
clueweb09-en0007-39-22983,w28,1
clueweb09-en0007-39-22983,w4,1
clueweb09-en0007-39-22983,w29,1
clueweb09-en0002-83-28834,w12,1
clueweb09-en0002-83-28834,w6,1
clueweb09-en0002-83-28834,w1,1
clueweb09-en0006-85-33194,w8,1
clueweb09-en0006-85-33194,w1,1
clueweb09-en0011-28-14558,w6,0
clueweb09-en0011-28-14558,w3,1
clueweb09-en0011-28-14558,w13,1
clueweb09-enwp01-60-13332,w2,1
clueweb09-enwp01-60-13332,w31,0
clueweb09-enwp01-60-13332,w6,1
clueweb09-enwp00-86-13752,w1,1
clueweb09-enwp00-86-13752,w3,0
clueweb09-enwp00-86-13752,w58,1
clueweb09-en0009-26-15066,w4,1
clueweb09-en0009-26-15066,w59,1
clueweb09-en0009-26-15066,w1,1
clueweb09-en0007-26-02115,w3,1
clueweb09-en0007-26-02115,w1,1
clueweb09-en0007-26-02115,w2,1
clueweb09-enwp00-47-25169,w3,1
clueweb09-enwp00-47-25169,w55,1
clueweb09-enwp00-47-25169,w27,1
clueweb09-en0009-89-11534,w4,1
clueweb09-en0009-89-11534,w3,1
clueweb09-en0009-89-11534,w12,1
clueweb09-enwp02-05-02572,w16,1
clueweb09-enwp02-05-02572,w1,1
clueweb09-enwp02-05-02572,w3,0
clueweb09-en0007-24-16951,w2,0
clueweb09-en0007-24-16951,w25,1
clueweb09-en0007-24-16951,w16,1
clueweb09-en0007-24-16724,w2,0
clueweb09-en0007-24-16724,w3,0
clueweb09-en0007-24-16724,w12,1
clueweb09-en0004-21-09258,w19,1
clueweb09-en0004-21-09258,w3,1
clueweb09-en0004-21-09258,w6,0
clueweb09-enwp00-52-24084,w3,1
clueweb09-enwp00-52-24084,w6,1
clueweb09-enwp00-52-24084,w25,1
clueweb09-en0002-83-28837,w12,1
clueweb09-en0002-83-28837,w7,0
clueweb09-en0002-83-28837,w3,1
clueweb09-en0009-89-11532,w8,1
clueweb09-en0009-89-11532,w3,0
clueweb09-en0009-89-11532,w1,1
clueweb09-en0006-85-33159,w7,1
clueweb09-en0006-85-33159,w1,1
clueweb09-en0006-85-33159,w6,0
clueweb09-en0002-28-00027,w6,0
clueweb09-en0002-28-00027,w4,1
clueweb09-en0002-28-00027,w3,1
clueweb09-en0007-24-16722,w7,1
clueweb09-en0007-24-16722,w3,0
clueweb09-en0007-24-16722,w20,0
clueweb09-en0002-28-00025,w16,1
clueweb09-en0002-28-00025,w3,1
clueweb09-en0002-28-00025,w6,1
clueweb09-en0005-88-21628,w1,1
clueweb09-en0005-88-21628,w7,1
clueweb09-en0005-88-21628,w23,1
clueweb09-en0009-00-17769,w2,0
clueweb09-en0009-00-17769,w3,1
clueweb09-en0009-00-17769,w1,1
clueweb09-en0007-24-18145,w21,1
clueweb09-en0007-24-18145,w7,1
clueweb09-en0007-24-18145,w3,1
clueweb09-en0007-39-22992,w34,1
clueweb09-en0007-39-22992,w12,1
clueweb09-en0007-39-22992,w3,1
clueweb09-enwp02-21-13752,w1,1
clueweb09-enwp02-21-13752,w18,1
clueweb09-enwp02-21-13752,w3,1
clueweb09-en0004-09-06987,w2,1
clueweb09-en0004-09-06987,w6,1
clueweb09-en0004-09-06987,w3,1
clueweb09-en0002-83-28838,w54,1
clueweb09-en0002-83-28838,w7,1
clueweb09-en0002-83-28838,w6,1
clueweb09-en0005-88-21682,w1,1
clueweb09-en0005-88-21682,w3,0
clueweb09-en0005-88-21682,w10,1
clueweb09-en0007-64-05358,w3,1
clueweb09-en0007-64-05358,w1,1
clueweb09-en0007-64-05358,w6,0
clueweb09-en0000-37-12486,w6,0
clueweb09-en0000-37-12486,w7,1
clueweb09-en0000-37-12486,w3,0
clueweb09-en0010-89-22660,w2,1
clueweb09-en0010-89-22660,w34,1
clueweb09-en0010-89-22660,w4,1
clueweb09-en0001-25-05147,w49,1
clueweb09-en0001-25-05147,w6,1
clueweb09-en0001-25-05147,w7,1
clueweb09-en0011-89-08538,w3,1
clueweb09-en0011-89-08538,w7,1
clueweb09-en0011-89-08538,w6,1
clueweb09-en0006-85-33180,w1,1
clueweb09-enwp00-68-00450,w3,1
clueweb09-enwp00-68-00450,w22,1
clueweb09-enwp00-68-00450,w23,1
clueweb09-en0007-39-22682,w12,1
clueweb09-en0007-39-22682,w41,1
clueweb09-en0007-39-22682,w3,1
clueweb09-enwp00-16-18468,w50,1
clueweb09-enwp00-16-18468,w6,1
clueweb09-enwp00-16-18468,w1,0
clueweb09-enwp01-54-21034,w1,1
clueweb09-enwp01-54-21034,w7,1
clueweb09-enwp01-54-21034,w2,1
clueweb09-en0008-85-37761,w23,0
clueweb09-en0008-85-37761,w24,1
clueweb09-en0008-85-37761,w1,1
clueweb09-en0006-33-01020,w1,1
clueweb09-en0006-33-01020,w12,0
clueweb09-en0006-33-01020,w6,1
clueweb09-en0004-09-06983,w10,1
clueweb09-en0004-09-06983,w1,1
clueweb09-en0004-09-06983,w6,1
clueweb09-en0007-39-16542,w6,0
clueweb09-en0007-39-16542,w7,1
clueweb09-en0007-39-16542,w1,1
clueweb09-enwp02-05-02568,w2,1
clueweb09-enwp02-05-02568,w4,1
clueweb09-enwp02-05-02568,w3,1
clueweb09-en0009-15-02980,w3,1
clueweb09-en0009-15-02980,w14,1
clueweb09-en0009-15-02980,w8,1
clueweb09-en0009-89-11540,w6,0
clueweb09-en0009-89-11540,w1,1
clueweb09-en0009-89-11540,w7,1
clueweb09-en0004-21-09263,w1,1
clueweb09-en0004-21-09263,w12,1
clueweb09-en0004-21-09263,w57,1
clueweb09-en0003-71-36817,w31,1
clueweb09-en0003-71-36817,w1,1
clueweb09-en0003-71-36817,w3,1
clueweb09-en0007-24-16723,w1,1
clueweb09-en0007-24-16723,w10,1
clueweb09-en0007-24-16723,w19,1
clueweb09-en0009-04-30435,w2,1
clueweb09-en0009-04-30435,w7,1
clueweb09-en0009-04-30435,w1,1
clueweb09-en0001-05-08174,w32,1
clueweb09-en0001-05-08174,w25,0
clueweb09-en0001-05-08174,w12,1
clueweb09-en0006-31-15646,w6,1
clueweb09-en0006-31-15646,w3,1
clueweb09-en0006-31-15646,w22,1
clueweb09-en0001-07-23668,w52,1
clueweb09-en0001-07-23668,w50,1
clueweb09-en0001-07-23668,w3,1
clueweb09-en0006-85-33191,w1,1
clueweb09-en0006-85-33191,w3,0
clueweb09-en0010-92-14638,w10,1
clueweb09-en0010-92-14638,w3,0
clueweb09-en0010-92-14638,w15,0
clueweb09-en0006-85-33174,w9,0
clueweb09-en0006-85-33174,w6,0
clueweb09-en0006-85-33174,w3,0
clueweb09-en0008-05-06642,w10,0
clueweb09-en0008-05-06642,w1,1
clueweb09-en0008-05-06642,w8,1
clueweb09-en0009-04-30415,w1,1
clueweb09-en0009-04-30415,w4,1
clueweb09-en0009-04-30415,w6,1
clueweb09-en0006-85-33170,w1,1
clueweb09-en0006-85-33170,w3,0
clueweb09-en0006-85-33170,w21,1
clueweb09-en0011-78-02718,w7,1
clueweb09-en0011-78-02718,w20,1
clueweb09-en0011-78-02718,w3,1
clueweb09-enwp00-60-11527,w1,1
clueweb09-enwp00-60-11527,w43,1
clueweb09-enwp00-60-11527,w6,1
clueweb09-en0004-63-32676,w8,1
clueweb09-en0004-63-32676,w13,1
clueweb09-en0004-63-32676,w12,1
clueweb09-en0006-85-33145,w1,1
clueweb09-en0006-85-33145,w6,0
clueweb09-en0006-85-33145,w3,0
clueweb09-en0004-89-22103,w12,1
clueweb09-en0004-89-22103,w6,1
clueweb09-en0004-89-22103,w3,1
clueweb09-en0006-33-01009,w3,1
clueweb09-en0006-33-01009,w8,1
clueweb09-en0006-33-01009,w41,1
clueweb09-enwp00-48-24822,w3,1
clueweb09-enwp00-48-24822,w60,1
clueweb09-enwp00-48-24822,w38,1
clueweb09-enwp01-90-19908,w6,1
clueweb09-enwp01-90-19908,w3,1
clueweb09-enwp01-90-19908,w7,1
clueweb09-enwp00-68-15168,w4,1
clueweb09-enwp00-68-15168,w2,1
clueweb09-enwp00-68-15168,w3,1
